text,image_path,language,century,shelfmark,project,source_corpus,source_page
"toujours demouré et servi, et entretenu leurdit père au mieulx et le plus doulcement qu’ilz ont peu,",images_himanis/himanis_02022.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"jusques à puis aucun temps ença que ledit feu Jehan Fraigneau, envieulx de ce que ledit suppliant",images_himanis/himanis_02023.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"et sadicte femme demouroient et gouvernoient leurdit père, a conceu grant hayne contre ledit suppliant",images_himanis/himanis_02024.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
et dit à sondit père par plusieurs foiz que ledit suppliant disoit par ladicte ville à ung chascun qu’il estoit,images_himanis/himanis_02025.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"tourné en enfance, en l’exortant et induisant par soultiz moiens qu’il lui voulsist donner tous",images_himanis/himanis_02026.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"ses biens et en frustrer ledit suppliant. Dont ledit suppliant, congnoissant que lui et sadicte femme avoient",images_himanis/himanis_02027.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
si bien servy et entretenu leurdit père et qu’ilz avoient esté et estoient cause de l’entretenement,images_himanis/himanis_02028.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"de sa maison, fut moult de desplaisant et courroussé contre sondit feu frère ; et à ceste cause se meut",images_himanis/himanis_02029.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
aucunes questions et debatz entre lesdiz deux frères. A l’occasion desquelz debatz ledit feu Jehan Fresnau,images_himanis/himanis_02030.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"se fist donner asseurement dudit suppliant. Et depuis, c’est assavoir le premier jour d’octobre derrenier",images_himanis/himanis_02031.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"passé, ledit suppliant se alla, ainsi qu’il avoit de coustume, esbatre a jouer de l’arc ou Pré l’Abbesse en nostre dicte",images_himanis/himanis_02032.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"ville de Poitiers, avec Anthoine Dalemaigne, Robinet Vinart, artiller, et plusieurs autres gens de bien de",images_himanis/himanis_02033.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"ladicte ville. Et au retour dudit Pré, icellui suppliant s’en alla soupper avec ledit Dalemeigne et après",images_himanis/himanis_02034.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
soupper se esbatirent et firent bonne chère en l’ostel dudit Dalmaigne jusques environ l’eure de,images_himanis/himanis_02035.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"neuf heures de nuyt que ledit suppliant s’en alla en l’ostel de sondit père, et vit que sondit père et ledit",images_himanis/himanis_02036.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
feu Jean Fraigneau estoient assis l’un auprès de l’autre sur le banc et oyt que ledit deffunct disoit,images_himanis/himanis_02037.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
à sondit père que ledit suppliant disoit et semoit par la ville que sondit père estoit tourné en enfance ;,images_himanis/himanis_02038.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"lequel suppliant, oyant lesdictes parolles et recors que ledit deffunct avoit tousjours tendu et tendoit",images_himanis/himanis_02039.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"de le mettre en la malegrace de sondit père, pour lui faire prendre ses biens et succession, entra en ladicte",images_himanis/himanis_02040.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
chambre et demanda à sondit feu frère qui l’avoit illec amené et qui le mouvoit de parler ainsi,images_himanis/himanis_02041.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"de lui, et le mettre en la malegrace de sondit père. A quoy ledit deffunct lui respondit bien rigoreusement",images_himanis/himanis_02042.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"de courage courroussé : « Mais toy, yvroigne ! » Et lors ledit suppliant courroussé et desplaisant",images_himanis/himanis_02043.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"desdictes choses, dist audit deffunct qu’il n’estoit point yvroigne et qu’il saillist et allast hors ; et",images_himanis/himanis_02044.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34039_A.jpg
"voiant ledit suppliant que ledit deffunct estoist fort arrogant et ne s’en voulloit aller, monta en sa",images_himanis/himanis_02045.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"chambre et apporta son espée. Et ainsi qu’il retourna en la chambre, vit sondit feu frère tout debout,",images_himanis/himanis_02046.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"et qu’il tenoit en sa main une paelle de fer ou atirefeu, de laquelle, sitost qu’il vit entrer ledit suppliant",images_himanis/himanis_02047.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"en ladicte chambre, il se efforça de l’en vouloir frapper. Et ledit suppliant, congnoissant que sondit",images_himanis/himanis_02048.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"feu frère estoit mal meu et de mauvais vouloir à l’encontre de lui, tira sadicte espée du fourreau et",images_himanis/himanis_02049.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
en donna ung estoc audit deffunct au cousté seneste ; lequel deffunct saisit et print la lamelle,images_himanis/himanis_02050.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"de ladicte espée des deux mains et pour ce que ledit suppliant ne la lui peut oster, print ung chandellier",images_himanis/himanis_02051.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
sur la table où il y avoit une chandelle ardant et lui en donna deux ou trois coups sur les mains,images_himanis/himanis_02052.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"pour lui faire lascher icelle espée. Et voyant ledit suppliant que ledit deffunct ne la vouloit lascher,",images_himanis/himanis_02053.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"le lessa et s’en alla hors de ladicte chambre. Et tantost après ledit deffunct, à l’occasion desdiz cops alla de",images_himanis/himanis_02054.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"vie à trespas. Pour occasion duquel cas ledit suppliant, doubtant rigueur de justice, s’est absenté du païs,",images_himanis/himanis_02055.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"où il n’oseroit jamais retourner, converser ne demourer, se noz grace et misericorde ne lui estoient",images_himanis/himanis_02056.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"sur ce imparties, humblement requerant icelles. Pour quoy nous, voulans, etc., audit suppliant",images_himanis/himanis_02057.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"ou cas dessus dit avons quicté, remis et pardonné, et par la teneur, etc., quictons, remettons et pardonnons le",images_himanis/himanis_02058.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"fait et cas dessus dit, avec toute peine, etc., en mettant au neant, etc. Satisfacion, etc. Et l’avons restitué, etc.",images_himanis/himanis_02059.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"Si donnons en mandement, etc., au seneschal de Poitou ou à son lieutenant, etc., et à tous noz autres, etc., que de",images_himanis/himanis_02060.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"noz presens grace, etc., ilz facent, etc. Et afin, etc. Sauf, etc. Donné à Tours, ou mois d’octobre l’an de grace",images_himanis/himanis_02061.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"mil cccc. quatre vings, et de nostre règne le vingtiesme.Ainsi signé : Par le roy, maistres",images_himanis/himanis_02062.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"Jehan Chambon, Thibault Baillet, Pierre Deladehors et autres presens. Du Ban. — Visa. Contentor. Texier.",images_himanis/himanis_02063.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34040_A.jpg
"Loys, etc. Savoir faisons à tous, presens et avenir, nous avoir receu l’umble supplicacion de nostre amé",images_himanis/himanis_02064.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"et feal Loys Voyer, chevalier, seigneur du Brueil et de l’Ayraudière ou bas païs de Poitou, aagé de vingt six ans",images_himanis/himanis_02065.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"ou environ, contenant que ledit suppliant, qui est noble et extraict de noble lignée et de bonne et notable maison,",images_himanis/himanis_02066.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"en ensuivant ses predecesseurs, qui tousjours se sont vertueusement exposez ou fait de noz guerres",images_himanis/himanis_02067.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"et à la deffense de nostre royaume, dès son jeune aage est allé ou saint voyage de Jherusalem, auquel voiage",images_himanis/himanis_02068.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
il a prins l’ordre de chevalerie. Depuis lequel temps et jusques à present il nous a bien et loyaument servy,images_himanis/himanis_02069.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"ou fait de noz guerres, toutes foiz et quantes que avons mandé les autres nobles dudit pays à noz ban et",images_himanis/himanis_02070.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
arrièreban et mesmement ès voyages puis naguères faiz ès païs et duchié de Bourgongne et de Luxembourg,images_himanis/himanis_02071.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"en l’estat d’homme d’armes et en sa personne, accompaigné de feu Jacques Mynault, son serviteur, jeune homme",images_himanis/himanis_02072.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"de l’aage de xxviii. à xxx. ans ; lequel Laurens (sic) Mynault avoit promis servir ledit suppliant, son maistre,",images_himanis/himanis_02073.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
bien et loyaument et de lui obeir. Pendant lequel voyage et lors que ledit suppliant estoit oudit païs,images_himanis/himanis_02074.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"de Luxembourg, considerant qu’il n’auroit assez argent pour s’entretenir oudit voiage et armée, envoya",images_himanis/himanis_02075.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"ledit Mynault dudit lieu de Luxembourg en sa maison oudit païs de Poictou, pour querir certaine somme de",images_himanis/himanis_02076.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"deniers laquelle il lui chargea apporter. Lequel Mynault de ce ne tint compte, ainçois, sans consideracion",images_himanis/himanis_02077.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"du serment par lui fait audit suppliant de le servir et obeir ainsi que serviteur doit faire à son maistre,",images_himanis/himanis_02078.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"se tint audit lieu de l’Ayraudière, faisant grant chière, sans soy socier de la peine et travail et de la pauvreté",images_himanis/himanis_02079.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"et misère où estoit ledit suppliant en ladicte armée, par deffault d’avoir son dit argent, et tellement que à cause de ce",images_himanis/himanis_02080.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
il convint audit suppliant avoir et porter de grans pertes souffertes et neccessitez ; desquelles choses ledit,images_himanis/himanis_02081.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"suppliant ne tint compte et les porta le plus paciemment qu’il peut, sans en faire autre chose audit",images_himanis/himanis_02082.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"Mynault, son serviteur, fors tant seullement qu’il lui dist que c’estoit mal fait à lui de ainsi se estre",images_himanis/himanis_02083.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"mocqué de lui. Et depuis, et tantost après que ledit suppliant fut retourné en sa maison dudit voyage",images_himanis/himanis_02084.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"de Luxembourg, pour ce que mandasmes les nobles dudit païs pour aller en nostre ville de Bourleaulx et",images_himanis/himanis_02085.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"duché de Guienne, pour aucunes choses touchant le bien de nostredit pays, icellui suppliant, voiant qu’il",images_himanis/himanis_02086.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"lui convenoit hastivement partir selon nostre mandement, dist audit Mynault qu’il se preparast pour le",images_himanis/himanis_02087.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"servir et l’acompaigner, ainsi qu’il avoit par cy devant [fait] pour aller en nostredit païs de Guienne ; ce que ledit",images_himanis/himanis_02088.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"Mynault ne voult faire, disant qu’il estoit malade et ne povoit aller audit voyage, dont ledit suppliant",images_himanis/himanis_02089.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
fut fort desplaisant. Et pour ce qu’il fut adverti de son mauvais vouloir et qu’il ne vouloit demourer que,images_himanis/himanis_02090.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"pour lui faire desplaisir, lui dist qu’il le tenoit pour suspect, sans autrement vouloir declairer la cause",images_himanis/himanis_02091.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"de la suspection, et lui deffendi sur peine d’encourir son indignacion et de lui faire desplaisir en sa personne",images_himanis/himanis_02092.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"qu’il vuidast sondit hostel et qu’il ne le trouvast plus en cesdiz hostelz, et convint audit suppliant querir autres",images_himanis/himanis_02093.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"serviteurs pour aller oudit voyaige. Et depuis, adverti que lediz Mynault estoit encores en sondit",images_himanis/himanis_02094.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"hostel de Brueil, par le conseil d’aucuns ses amis, lui manda et fit faire commendement par ung de",images_himanis/himanis_02095.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"ses serviteurs qu’il vuidast d’icellui, autrement s’il ne le faisoit qu’il lui feroit desplaisir. Duquel",images_himanis/himanis_02096.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"commandement ledit Mynault qui estoit ung homme fier, courageux et plain de grant orgueil, ne",images_himanis/himanis_02097.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"tint compte, ains en contempnant ledit suppliant son maistre, et sondit commendement, respondit audit",images_himanis/himanis_02098.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"messaiger qu’il ne s’en partiroit point et que ledit suppliant ne l’oseroit assaillir et que, s’il lui touchoit",images_himanis/himanis_02099.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"en aucune manière, il le tueroit tout roidde. Et voiant par ledit suppliant l’obstinacion dudit",images_himanis/himanis_02100.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"Mynault, manda à Françoise Poussarde, sa femme, qu’elle le fist vuider de sondit hostel, autrement",images_himanis/himanis_02101.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"qu’il ne seroit contant d’elle et oultrageroit ledit Mynault, s’il le y trouvoit plus oudit hostel ;",images_himanis/himanis_02102.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"ce que ladicte Françoise dist audit Minault, en le priant que s’en voulsist aller. Mais, quelque",images_himanis/himanis_02103.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34046_A.jpg
"remonstrance qu’elle lui sceust faire, icelui Mynault ne voult s’en departir, disant que maulgré",images_himanis/himanis_02104.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"icellui suppliant il y demourrait, et que, s’il s’essayoit à lui faire mal, qu’il le tueroit. Lesquelles et responses",images_himanis/himanis_02105.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"furent rapportées audit suppliant estant sur sondit partement, qui pour hastiveté dudit voyaige ne peut retourner",images_himanis/himanis_02106.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"en sondit hostel du Breuil, pour faire vuider ledit Mynault. Et en cet estat lui convint partir très courroussé",images_himanis/himanis_02107.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
à l’encontre dudit Mynault à cause desdictes parolles. Et tantost après en faisant ledit voyaige et qu’il fut auprès,images_himanis/himanis_02108.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"de Sainct Jehan d’Angely, lui fut dit et rapporté que icelui Mynault en persistant en son mauvais vouloir et pour",images_himanis/himanis_02109.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
iujurier et diffamer ledit suppliant et sadicte femme s’estoit vanté et vantoit publicquement qu’il n’avoit tenu que à luy,images_himanis/himanis_02110.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"qu’il n’avoit deshonnoré et fait son plaisir de la femme dudit suppliant, sa maistresse, qui est bonne et notable femme",images_himanis/himanis_02111.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"et qui tousjours s’est bien et honnestement gouvernée, et de fait qu’il avoit eu sa compaignie charnelle, et",images_himanis/himanis_02112.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"qui pis est, comme ung mençongier et desloyal, et pour mettre division entre ledit suppliant et sadicte femme, avoit",images_himanis/himanis_02113.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"dit et proferé publicquement que ledit suppliant avoit fait de grans donnes à plusieurs jeunes filles, pour avoir leur",images_himanis/himanis_02114.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"compaignie, contre verité. Lesquelles parolles et injures ainsi dictes et proferées par ledit Mynault, ledit",images_himanis/himanis_02115.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"suppliant a portées en son couraige le plus doulcement et paciemment qu’il a peu, sans à cause d’icelles faire",images_himanis/himanis_02116.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"mal, desplaisir ne dommaige audit Mynault, lequel, quelques prohibitions et deffenses qui lui eussent esté",images_himanis/himanis_02117.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"faictes de ne se trouver ès hostelz dudit suppliant, se y tenoit ou ès environs oultre son gré et voulunté, en",images_himanis/himanis_02118.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"disant et soustenant que si ledit suppliant l’assaillast, il le mettroit à mort. Depuis lesquelles choses et le xviie",images_himanis/himanis_02119.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"jour d’octobre derrenier passé, ledit suppliant qui estoit allé aux champs pour voller, sans penser audit Mynault,",images_himanis/himanis_02120.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"qui, quinze jours ou trois sepmaines par avant estoit malade de fièvres, lesquelles lui estoient survenues,",images_himanis/himanis_02121.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"ainsi qu’on dit, à cause de ce que en alant courant après ung oyseau il s’estoit avallé le boyau et grevé l’un des",images_himanis/himanis_02122.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"genitoires, tellement qu’il estoit beaucoup plus gros que l’autre, le rencontra ou villaige de la Carrebiere en ladicte",images_himanis/himanis_02123.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
chastellenie de la Roche Guion (sic) près ledit hostel de l’Ayauldiere (sic). Et incontinant que icellui Mynault eut apperceu,images_himanis/himanis_02124.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"ledit suppliant, non content des injures ou oultrageuses parolles ainsi par lui dictes et proferées de la personne dudit",images_himanis/himanis_02125.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"suppliant et sadicte femme, en les vituperant et chargant sans cause de leur honneur et bonne vie et renommée, qui sont",images_himanis/himanis_02126.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"nobles gens, notables et de bonne vie et renommée, s’efforca de rechief injurier ledit suppliant, son maistre, en sa",images_himanis/himanis_02127.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"presence, en lui disant plusieurs grans obprobres, lesquelz ledit suppliant qui, comme dit est, est chevalier, ne peut lors",images_himanis/himanis_02128.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"dissimuller et de chaude colle et tout mal meu, tira son épée et en donna trois ou quatre coups audit Mynault",images_himanis/himanis_02129.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"tant sur la teste et bras que autres parties de son corps. Depuis lesquelz coups ainsi baillez, icellui Minault",images_himanis/himanis_02130.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"qui, à cause desdictes fièvres et boyau rompu, ainsi qu’il est vraysemblable, douze jours après ou environ, par",images_himanis/himanis_02131.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"faulte de bon gouvernement ou autrement, est allé de vie à trespas. A l’occasion duquel cas et coups dessusdiz,",images_himanis/himanis_02132.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"combien que icellui Mynault, avant son trespas ait dit qu’il ne mouroit à cause desdiz coups, ainçois desdictes",images_himanis/himanis_02133.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"fièvres et dudit boyau, ledit suppliant, doubtant en estre aprehendé par justice, s’est absenté du païs,",images_himanis/himanis_02134.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"ouquel ne ailleurs en nostre royaume il n’oseroit jamais converser, repairer ni demourer, se noz grace",images_himanis/himanis_02135.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"et misericorde ne lui estoient sur ce imparties, si comme il dit, en nous humblement requerant icelles.",images_himanis/himanis_02136.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"Pour quoy nous, etc., voulans, etc., audit suppliant avons quicté, remis et pardonné et par la teneur, etc.,",images_himanis/himanis_02137.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"quictons, remettons et pardonnons le fait et cas dessusdiz avec toute peine, etc. En mettant au neant, etc.",images_himanis/himanis_02138.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"Satisfacion, etc. Et l’avons restitué, etc. Et sur ce imposons silence, etc. Si donnons en mandement, etc. au seneschal",images_himanis/himanis_02139.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"de Poitou, à son siège de Fontenay le Conte et à tous noz autres, etc., que de noz presens grace, etc., ilz",images_himanis/himanis_02140.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
"facent, etc. Et afin, etc. Sauf, etc. Donné à Tours, ou mois de novembre l’an de grace mil",images_himanis/himanis_02141.png,French,15,"Paris, AN, JJ207",HIMANIS-Guerin,HIMANIS,FRAN_0021_34047_A.jpg
