text,language,century,region,script_type,shelfmark,verse,genre,project,line_type,gen_split,source_idx,image_path,source_corpus
plus enf̾mes dautres gens.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46771,images/ligne_46771.png,CATMuS
hautesce. Gregor̾. Par natu,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46772,images/ligne_46772.png,CATMuS
riz seignourier a autres sou,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46773,images/ligne_46773.png,CATMuS
se pueẽt pas defendre des pri,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46774,images/ligne_46774.png,CATMuS
amour q̃  ꝑpaour. Ceulz qui,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46775,images/ligne_46775.png,CATMuS
ensemble ¶ Ceste poeste a,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46776,images/ligne_46776.png,CATMuS
lobediẽce est meilleur par,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46777,images/ligne_46777.png,CATMuS
se tu uois hõme a autre do,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46778,images/ligne_46778.png,CATMuS
requiert hautesce ꝑ subiectiõ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46779,images/ligne_46779.png,CATMuS
magier et seignourier sur,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46780,images/ligne_46780.png,CATMuS
deffaut es songiez. de quoy,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46781,images/ligne_46781.png,CATMuS
ou .i. de genesi. quant diex,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46782,images/ligne_46782.png,CATMuS
fist du pueple. Cest apetit,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46783,images/ligne_46783.png,CATMuS
nest pas naturel ne de uertu,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46784,images/ligne_46784.png,CATMuS
Le sage. Se tu uoiz la sou,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46785,images/ligne_46785.png,CATMuS
uous ou p̾mier chapitre ⁊ ou,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46786,images/ligne_46786.png,CATMuS
raisonnables. Et ce auõs noꝰ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46787,images/ligne_46787.png,CATMuS
poissõs. Cest a sauoir as hõ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46788,images/ligne_46788.png,CATMuS
mais de ⟦u̾tu⟧ uice. Et ce auez,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46789,images/ligne_46789.png,CATMuS
qrͣ il pueẽt moĩs ꝯtrester au,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46790,images/ligne_46790.png,CATMuS
sõt reputez de gnͣt poeste ne,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46791,images/ligne_46791.png,CATMuS
liure,French,14,RunningTitleZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46792,images/ligne_46792.png,CATMuS
dautre se il ne ueille ce pour,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46793,images/ligne_46793.png,CATMuS
ne loist pas a hõme uouloir,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46794,images/ligne_46794.png,CATMuS
ꝑtie du corps que plus le,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46795,images/ligne_46795.png,CATMuS
lame. De la ꝑtie de lame.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46796,images/ligne_46796.png,CATMuS
depende des songiez. De ce dit,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46797,images/ligne_46797.png,CATMuS
et de la ꝑtie du corps et de,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46798,images/ligne_46798.png,CATMuS
stes de la terre. naturelemẽt,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46799,images/ligne_46799.png,CATMuS
compaignent. Tel apetit nest,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46800,images/ligne_46800.png,CATMuS
re touz hõmes sont pareilz.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46801,images/ligne_46801.png,CATMuS
.xiiii. en lepistre que .S̾. pol.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46802,images/ligne_46802.png,CATMuS
Boece. De nulle ualeur est,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46803,images/ligne_46803.png,CATMuS
m łt aiment. Et subiection,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46804,images/ligne_46804.png,CATMuS
ne forfesons nous sõmes e,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46805,images/ligne_46805.png,CATMuS
nature ioint estre freres. cest,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46806,images/ligne_46806.png,CATMuS
a autrui mal pour son bien.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46807,images/ligne_46807.png,CATMuS
3,French,14,NumberingZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46808,images/ligne_46808.png,CATMuS
pas loable par lequel aucũ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46809,images/ligne_46809.png,CATMuS
m łt de nõ puissance ꝯme elle,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46810,images/ligne_46810.png,CATMuS
lordenem̃t de dieu ⁊ pour le ꝓ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46811,images/ligne_46811.png,CATMuS
droit faire. Le nõ de roy est,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46812,images/ligne_46812.png,CATMuS
les refraĩt de leurs maus,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46813,images/ligne_46813.png,CATMuS
puis quil en a ia la seignorie.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46814,images/ligne_46814.png,CATMuS
ple leur otroie a tort .qrͣ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46815,images/ligne_46815.png,CATMuS
se il est mauuais il est m łt,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,dev,46816,images/ligne_46816.png,CATMuS
runge les hoirs,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,dev,46817,images/ligne_46817.png,CATMuS
dicelle sõt fais chief dicelle.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,dev,46818,images/ligne_46818.png,CATMuS
lonnie. Chaitiue est la cite,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,dev,46819,images/ligne_46819.png,CATMuS
est trouuee en lange que,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46820,images/ligne_46820.png,CATMuS
te nuise. et ꝯm̃t le chief felõ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46821,images/ligne_46821.png,CATMuS
ple. Il cm̃de les bñs ⁊ les,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46822,images/ligne_46822.png,CATMuS
ꝑdu en pechant.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46823,images/ligne_46823.png,CATMuS
neur de la cite. tieulz sont,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46824,images/ligne_46824.png,CATMuS
la bonte de celui qui est par,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46825,images/ligne_46825.png,CATMuS
Qͣrͣ il ẜont ꝑticipable de la,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46826,images/ligne_46826.png,CATMuS
leglise de dieu se il est bon.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46827,images/ligne_46827.png,CATMuS
songiez en sont m łt ꝯfortez,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46828,images/ligne_46828.png,CATMuS
mauuais aussi ꝯme le de,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46829,images/ligne_46829.png,CATMuS
au tant a dire,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46830,images/ligne_46830.png,CATMuS
Qui en la chaiere de iuge,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46831,images/ligne_46831.png,CATMuS
le qrͣt cha,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46832,images/ligne_46832.png,CATMuS
prou̾ .xx. Le roy qui siet en,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46833,images/ligne_46833.png,CATMuS
esmuet ⁊ despiece les maus.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46834,images/ligne_46834.png,CATMuS
aꝑt combien,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46835,images/ligne_46835.png,CATMuS
de celui qui est ꝑ desus ou,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46836,images/ligne_46836.png,CATMuS
chaiere de iugem̃t despiece,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46837,images/ligne_46837.png,CATMuS
se il soit bon il est m łt bon.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46838,images/ligne_46838.png,CATMuS
Le dyable a ia seignourie des,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46839,images/ligne_46839.png,CATMuS
Il corrige les mauuais et,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46840,images/ligne_46840.png,CATMuS
neoite soit la terre de,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46841,images/ligne_46841.png,CATMuS
enuirõ nobilite.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46842,images/ligne_46842.png,CATMuS
se plaint disant. Les anemis,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46843,images/ligne_46843.png,CATMuS
premier,French,14,RunningTitleZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46844,images/ligne_46844.png,CATMuS
desus il est m łt ꝓfitable a,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46845,images/ligne_46845.png,CATMuS
felõnesse poes,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46846,images/ligne_46846.png,CATMuS
malice h̾ode. Grant ꝑil est,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46847,images/ligne_46847.png,CATMuS
⁊ les apele a bien ꝑ bõ exẽ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46848,images/ligne_46848.png,CATMuS
pelez de droitem̃t mener ⁊ de,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46849,images/ligne_46849.png,CATMuS
qnͣt lanemi de leglise soit,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46850,images/ligne_46850.png,CATMuS
en la quelle herodes regne.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46851,images/ligne_46851.png,CATMuS
able est. M łt est a desirier,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46852,images/ligne_46852.png,CATMuS
Qͣrͣ souuentes foiz le pue,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46853,images/ligne_46853.png,CATMuS
tenu en droit faisant ⁊ est,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46854,images/ligne_46854.png,CATMuS
q̃ aucũ des siens est par desus.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46855,images/ligne_46855.png,CATMuS
cõme hõme qui,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46856,images/ligne_46856.png,CATMuS
Herodes uaut,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46857,images/ligne_46857.png,CATMuS
faut. ysy. Les roys sont a,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46858,images/ligne_46858.png,CATMuS
tres. Et quel est le gouuer,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46859,images/ligne_46859.png,CATMuS
Il puet bñ auoir fiance de la,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46860,images/ligne_46860.png,CATMuS
estre dit roy en qui bonte def,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46861,images/ligne_46861.png,CATMuS
il les soustiẽt,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46862,images/ligne_46862.png,CATMuS
.ii. Herodes est trouble ⁊,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46863,images/ligne_46863.png,CATMuS
Il ne semble pas que prĩce doie,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46864,images/ligne_46864.png,CATMuS
tout mal par son regart.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46865,images/ligne_46865.png,CATMuS
nes ꝯforme ses songiez a fe,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46866,images/ligne_46866.png,CATMuS
ihũ crist.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46867,images/ligne_46867.png,CATMuS
la quelle le roy est noble.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46868,images/ligne_46868.png,CATMuS
il aime les bons ⁊ garde les.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46869,images/ligne_46869.png,CATMuS
te. B̾. Assez.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46870,images/ligne_46870.png,CATMuS
en mal ou en bñ. ecc̃ .x.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46871,images/ligne_46871.png,CATMuS
pueple est sont les menis,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46872,images/ligne_46872.png,CATMuS
q̃s li. Glo. pour faueur.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46873,images/ligne_46873.png,CATMuS
chief de celle. sur quoi I̾emie,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46874,images/ligne_46874.png,CATMuS
m̃t iuge selonc equite les,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46875,images/ligne_46875.png,CATMuS
toute la terre de ihrlm̃ aue,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46876,images/ligne_46876.png,CATMuS
cil qui hĩtent en icelle. M ͨ.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46877,images/ligne_46877.png,CATMuS
pitre est des erreurs qui sõt,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,HeadingLine,train,46878,images/ligne_46878.png,CATMuS
en leur cruau,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46879,images/ligne_46879.png,CATMuS
Que salemon die be,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46880,images/ligne_46880.png,CATMuS
Selonc ce que le iuge du,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46881,images/ligne_46881.png,CATMuS
nemi q̃ il pourpreigne tout,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46882,images/ligne_46882.png,CATMuS
ne sont pas dignes. Ioꝰ. Es,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46883,images/ligne_46883.png,CATMuS
se ꝯbati de quoy il piert q̃ il,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46884,images/ligne_46884.png,CATMuS
tres qui ont en eulz apparã,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,test,46885,images/ligne_46885.png,CATMuS
gnite est tenue du noiẽt di,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,dev,46886,images/ligne_46886.png,CATMuS
est despit de dieu il est plus,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,dev,46887,images/ligne_46887.png,CATMuS
ꝯme aucũ la tient il oeuure,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,dev,46888,images/ligne_46888.png,CATMuS
la dignite est greigneur de,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46889,images/ligne_46889.png,CATMuS
gne ⁊ pour noient digne. q̃,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46890,images/ligne_46890.png,CATMuS
terre en enfer. et griefmẽt,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46891,images/ligne_46891.png,CATMuS
te si est ueue estre haute.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46892,images/ligne_46892.png,CATMuS
de rosel ¶ Item la poeste,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46893,images/ligne_46893.png,CATMuS
uent gete hors. Et de ce est,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46894,images/ligne_46894.png,CATMuS
dieu. Et ou liure des ꝯsolaci,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46895,images/ligne_46895.png,CATMuS
Cest en eccaste ou .x ͤ. Tou,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46896,images/ligne_46896.png,CATMuS
de trauail. La poeste du ro,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46897,images/ligne_46897.png,CATMuS
tant scet elle les mauuais,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46898,images/ligne_46898.png,CATMuS
me. Hautesce de honneurs,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46899,images/ligne_46899.png,CATMuS
legierem̃t descent len de la,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46900,images/ligne_46900.png,CATMuS
Et de ce dist. ysaye ou .xxui.,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46901,images/ligne_46901.png,CATMuS
teux de la dignite qui amai,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46902,images/ligne_46902.png,CATMuS
wit. et ce est acomꝑagie as,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46903,images/ligne_46903.png,CATMuS
sel est tele. il resplendist ꝑ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46904,images/ligne_46904.png,CATMuS
uil q̃ deuãt. Et cest ou pre,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46905,images/ligne_46905.png,CATMuS
il escript ou psautier. Tu les,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46906,images/ligne_46906.png,CATMuS
dignem̃t. Donques ꝯme il,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46907,images/ligne_46907.png,CATMuS
hõmes qui sõt dessus les au,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46908,images/ligne_46908.png,CATMuS
il regna en paiz. Ceste poes,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46909,images/ligne_46909.png,CATMuS
demaĩ mourra. Cõme petit,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46910,images/ligne_46910.png,CATMuS
eqͣlitez as dignitez les q̃lles,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46911,images/ligne_46911.png,CATMuS
mais cest lieu bas ⁊ aussi,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46912,images/ligne_46912.png,CATMuS
premier,French,14,RunningTitleZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46913,images/ligne_46913.png,CATMuS
mõte len au ciel. Qui re-,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46914,images/ligne_46914.png,CATMuS
le sage. Ne soies pas conuoi,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46915,images/ligne_46915.png,CATMuS
ce. et ce quil piert si ni est,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46916,images/ligne_46916.png,CATMuS
coit poeste il semble q̃ il,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46917,images/ligne_46917.png,CATMuS
⟦dit⟧ escript. Le roy est hui ⁊,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46918,images/ligne_46918.png,CATMuS
.xui.c. Ce qui est haut as hõ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46919,images/ligne_46919.png,CATMuS
dura le royaume du grant,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46920,images/ligne_46920.png,CATMuS
Et ileques meismes est il,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46921,images/ligne_46921.png,CATMuS
plus despisables ⁊ les mau,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46922,images/ligne_46922.png,CATMuS
puissanz sont dabstinẽce ⁊,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46923,images/ligne_46923.png,CATMuS
uais ne rendẽt pas po᷑ uoiẽt,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46924,images/ligne_46924.png,CATMuS
soit haucie et il en est sou,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46925,images/ligne_46925.png,CATMuS
ne les mauuais ꝑ choses qͥ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46926,images/ligne_46926.png,CATMuS
mier respõs et on secont. Qͥ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46927,images/ligne_46927.png,CATMuS
õs de boece. Boece. De ꝯbñ,French,14,MainZone,Textualis,"Paris, BnF, fr. 1728",prose,Treatises,CREMMA,DefaultLine,train,46928,images/ligne_46928.png,CATMuS
